HOME


The Paramony
An internet version of Biblical References for The Urantia Book
by Duane Faw

Key to Column Headings

1  Pg.Ppg — Refers to page numbering in Urantia Foundation editions of The Urantia Book. Paragraphs are numbered with the first full paragraph from the top of the page and are numbered sequentially down the page.
2  P:S.p — Refers to Paper number, section number within the paper, and the paragraph number within the section. The P:S.p links to the referenced paragraph of the Standardized version of The Urantia Book.
3  Key Words — The words or concepts which, in the mind of the author, connect the Bible and The Urantia Book.
4  Bible Notation — Bible book, such as 1 Corinthians, chapter, and verse numbers. The Bible notation links to the referenced book, chapter and verse of the King James translation of the Bible.
5  Class — Categorizations for references in which:
S = "Same" — Both books recite the same incident.
R = "Refer" — One book quotes from, or refers to an incident contained in, the other.
C = "Compare" — One book relates matter which, although not the same as the other, is significant to reinforce, modify or contradict the other.
1 Pg.Ppg	2 P:S.p	3 Key Words	4 Bible Book Ch:Vs	5 Class
1900:02-12	174:3.1	Question on resurrection	Mark 12:18	S
1900:02-12	174:3.1	Question on resurrection	Luke 20:27	S
1900:17-29	174:3.2	Jesus' response	Matthew 22:29	S
1900:17-29	174:3.2	Jesus' response	Mark 12:24	S
1900:17-29	174:3.2	Jesus' response	Luke 20:34	S
1900:27	174:3.2	God of living	Exodus 3:6	C
1900:27	174:3.2	God of living	Acts of the Apostles 7:32	C
1900:29-30	174:3.2	In Him we live & move	Acts of the Apostles 17:28	S
1900:29-30	174:3.2	God's relation to all things	Colossians 1:17	C
1900:29-30	174:3.2	God's relation to all things	Colossians 3:11	C
1900:29-30	174:3.2	God's relation to all things	Ephesians 1:23	C
1900:29-30	174:3.2	God's relation to all things	Ephesians 4:6	C
1900:29-30	174:3.2	God's relation to all things	Hebrews 2:10	C
1900:29-30	174:3.2	God's relation to all things	Romans 11:36	C
1900:29-30	174:3.2	God's relation to all things	1 Corinthians 8:6	C
1900:29-30	174:3.2	God's relation to all things	1 Corinthians 12:6	C
1900:29-30	174:3.2	God's relation to all things	1 Corinthians 15:28	C
1900:34-35	174:3.3	People marvelled	Matthew 22:23	S
1900:31-35	174:3.3	Enemies silenced	Luke 20:39	S
1900:43-44	174:3.4	God of living	Exodus 3:6	C
1900:43-44	174:3.4	God of living	Acts of the Apostles 7:32	C
1901:02-09	174:4.1	Plot to harass Jesus	Matthew 22:34	S
1901:14-16	174:4.2	The Shema	Deuteronomy 6:4	C
1901:18	174:4.2	Love neighbor as self	Galatians 5:14	C
1901:18	174:4.2	Love neighbor as self	James 2:8	C
1901:18	174:4.2	Love neighbor as self	Leviticus 19:18	S
1901:18	174:4.2	Love neighbor as self	Luke 10:27	S
1901:18	174:4.2	Love neighbor as self	Mark 12:31	S
1901:18	174:4.2	Love neighbor as self	Matthew 19:9	S
1901:18	174:4.2	Love neighbor as self	Matthew 22:39	S
1901:18	174:4.2	Love neighbor as self	Romans 13:9	C
1901:18	174:4.2	Love neighbor as self	Matthew 5:43	S
1901:10-20	174:4.2	Greatest commandment+	Matthew 22:35	S
1901:10-20	174:4.2	Greatest commandment+	Mark 12:28	S
1901:10-20	174:4.2	Greatest commandment+	Luke 10:25	S
1901:10-20	174:4.2	Greatest commandment+	Deuteronomy 6:4	S
1901:10-20	174:4.2	Greatest commandment+	Deuteronomy 10:12	S
1901:10-20	174:4.2	Greatest commandment+	Deuteronomy 11:1	S
1901:10-20	174:4.2	Greatest commandment+	Deuteronomy 13:3	S
1901:10-20	174:4.2	Greatest commandment+	Deuteronomy 19:9	S
1901:10-20	174:4.2	Greatest commandment+	Deuteronomy 30:6	S
1901:10-20	174:4.2	Greatest commandment+	Joshua 22:5	S
1901:10-20	174:4.2	Greatest commandment+	Joshua 23:11	S
1901:24-31	174:4.3	Lawyer agrees with Jesus	Mark 12:32	S
1901:24-31	174:4.3	Lawyer agrees with Jesus	Luke 10:25	C
1901:39	174:4.5	None dared question	Mark 12:34	S
1901:40-53	174:4.6	Jesus "Lord" of David	Matthew 22:41	S
1901:45-50	174:4.6	Jesus "Lord" of David	Mark 12:35	S
1901:45-50	174:4.6	Jesus "Lord" of David	Luke 20:41	S
1902:02-03	174:4.6	David's Lord	Psalms 110:1	R
1902:15-16	174:4.7	Common people hear	Mark 12:37	S
1902:18-33	174:5.1	Inquiring Greeks	John 12:20	S
1902:38-55	174:5.3	Jesus' response	John 12:37	S
1902:45-46	174:5.3	Who believes Lord revealed	Isaiah 53:1	R
1902:46-48	174:5.3	Deliberately blind, hard-hearted	Isaiah 6:10	C
1903:21-35	174:5.7	Jesus' statement to the world	John 12:44	S
1903:36-43	174:5.8	Further statement	John 12:23	S
1903:44-50	174:5.9	Further statement	John 12:27	S
1904:03-07	174:5.10	Celestial affirmation	John 12:28	S
1904:08-11	174:5.11	Public reaction	John 12:29	S
1904:12-18	174:5.12	Not for my sake, but yours	John 12:30	S
1904:20-21	174:5.13	Spirit gravity	Jeremiah 31:3	C
1904:20-21	174:5.13	Spirit gravity	John 6:44	S
1904:20-21	174:5.13	Spirit gravity	John 12:32	S
1904:21-28	174:5.13	Jesus warns time is short	John 12:34	S
1904:32-35	174:5.14	Jesus retires	John 12:36	S
1905:22-23	175:1.1	Resurrection of dead	John 11:41	S
1905:23-24	175:1.1	Healed by faith+	Matthew 8:5	C
1905:23-24	175:1.1	Healed by faith+	Matthew 15:22	C
1905:23-24	175:1.1	Healed by faith+	Mark 1:40	C
1905:23-24	175:1.1	Healed by faith+	Mark 5:23	C
1905:23-24	175:1.1	Healed by faith+	Luke 8:43	C
1905:23-24	175:1.1	Healed by faith+	Matthew 9:27	C
1905:23-24	175:1.1	Healed by faith+	Matthew 20:30	C
1905:23-24	175:1.1	Healed by faith+	Mark 7:25	C
1905:23-24	175:1.1	Healed by faith+	Mark 10:46	C
1905:23-24	175:1.1	Healed by faith+	Luke 18:40	C
1906:38-49	175:1.8	Obey even crooked leaders	Matthew 23:3	S
1906:40	175:1.8	Most Highs rule kingdoms of men	Daniel 4:17	C
1906:40	175:1.8	Most Highs rule kingdoms of men	Daniel 5:21	C
1906:47-49	175:1.8	Weighty burdens	Luke 11:46	S
1907:01-08	175:1.9	Leaders desire honors	Matthew 23:5	S
1907:02-06	175:1.9	Leaders desire honors	Mark 12:38	S
1907:03-05	175:1.9	Leaders desire honors	Luke 11:43	S
1907:03-08	175:1.9	Leaders desire honors	Luke 20:46	S
1907:05-08	175:1.9	Leaders desire honors	Matthew 23:14	S
1907:09-11	175:1.10	Call no man "father"	Matthew 23:9	S
1907:12-13	175:1.10	Who would be greatest: serve	Matthew 20:26	S
1907:12-13	175:1.10	Who would be greatest: serve	Matthew 23:11	S
1907:12-13	175:1.10	Who would be greatest: serve	Mark 10:43	S
1907:12-13	175:1.10	Who would be greatest: serve	Mark 9:35	S
1907:12-13	175:1.10	Who would be greatest: serve	Luke 22:26	S
1907:13-14	175:1.10	Humbled / exalted	Matthew 18:1	S
1907:13-14	175:1.10	Humbled / exalted	Matthew 23:12	S
1907:13-14	175:1.10	Humbled / exalted	Luke 14:11	S
1907:13-14	175:1.10	Humbled / exalted	Luke 18:14	S
1907:13-14	175:1.10	Humbled / exalted	Luke 1:52	S
1907:24-27	175:1.12	1st Woe	Matthew 23:13	S
1907:24-27	175:1.12	1st Woe	Luke 11:52	S
1907:30-33	175:1.13	2nd Woe	Matthew 23:15	S
1907:34-37	175:1.14	3rd Woe	Matthew 23:14	S
1907:38-40	175:1.15	4th Woe	Matthew 23:16	S
1907:38-40	175:1.15	Blind lead the blind	Matthew 15:14	S
1907:38-40	175:1.15	Blind lead the blind	Luke 6:39	S
1907:41-50	175:1.16	5th Woe	Matthew 23:16	S
1908:01-05	175:1.17	6th Woe	Matthew 23:23	S
1908:01-05	175:1.17	6th Woe	Luke 11:42	S
1908:06-13	175:1.18	7th Woe	Matthew 23:25	S
1908:06-13	175:1.18	7th Woe	Luke 11:39	S
1908:14-18	175:1.19	8th Woe	Matthew 23:27	S
1908:19-26	175:1.20	9th Woe	Matthew 23:29	S
1908:19-26	175:1.20	9th Woe	Luke 11:47	S
1908:27-29	175:1.21	10th Woe	Matthew 23:33	S
1908:30-41	175:1.22	Offer of pardon	Matthew 23:34	S
1908:30-41	175:1.22	Offer of pardon	Luke 11:49	S
1908:42-44	175:1.23	Lament over Jerusalem	Matthew 23:37	S
1908:42-44	175:1.23	Lament over Jerusalem	Luke 13:34	S
1908:42-44	175:1.23	Lament	2 Esdras 1:30	C
1908:45-49	175:1.24	Sad farewell	Matthew 23:38	S
1908:45-49	175:1.24	Sad farewell	Luke 13:35	S
1908:50	175:1.25	Leaving the temple	Matthew 24:1	S
1909:01	175:2.0	Status of Jews	Romans 10:12	C
1909:35	175:2.3	God is no respecter of persons	Acts of the Apostles 10:34	C
1909:35	175:2.3	God is no respecter of persons	Ephesians 6:9	C
1909:35	175:2.3	God is no respecter of persons	Galatians 2:6	C
1909:35	175:2.3	God is no respecter of persons	Job 34:19	C
1909:35	175:2.3	God is no respecter of persons	Romans 2:11	C
1909:35	175:2.3	God is no respecter of persons	Sirach 35:12	C
1909:35	175:2.3	God is no respecter of persons	2 Chronicles 19:7	C
1909:35	175:2.3	God is no respecter of persons	Galatians 3:28	C
1909:35	175:2.3	God is no respecter of persons	Colossians 3:11	C
1910:42-46	175:4.3	Secret believers	John 12:42	S
1910:46	175:4.3	Secret followers to go public	John 19:38	S
1911:06-07	175:4.6	Cleansing of temple	Matthew 21:12	S
1911:06-07	175:4.6	Cleansing of temple	Mark 11:15	S
1911:06-07	175:4.6	Cleansing of temple	Luke 19:45	S
1911:06-07	175:4.6	Cleansing of temple	John 2:14	S
1911:20-22	175:4.12	Sanhedrin angry over farewell talk	Matthew 23:1	S
1911:20-22	175:4.12	Sanhedrin angry over farewell talk	Luke 11:39	S
1911:23-27	175:4.13	Sanhedrin plots	Matthew 26:3	S
1912:03-10	176:0.1	Foretells destruction of temple	Matthew 24:1	S
1912:03-10	176:0.1	Foretells destruction of temple	Mark 13:1	S
1912:03-10	176:0.1	Foretells destruction of temple	Luke 21:5	S
1912:10-13	176:0.1	Confused with end of world	Matthew 24:3	S
1912:21-24	176:0.2	Jesus & apostles talk	Matthew 24:3	S
1912:21-24	176:0.2	Jesus & apostles talk	Mark 13:3	S
1912:21-24	176:0.2	Jesus & apostles talk	Luke 21:7	S
1912:29-45	176:1.1	Destruction of Jerusalem	Mark 13:5	S
1912:29-45	176:1.1	Destruction of Jerusalem	Luke 21:8	S
1912:29-45	176:1.1	Destruction of Jerusalem	Matthew 24:4	S
1912:33-45	176:1.1	Persecution & danger	Matthew 10:17	S
1912:33-45	176:1.1	Persecution & danger	Luke 12:11	S
1913:01-06	176:1.1	Betrayed by kinfolk	Matthew 10:21	S
1913:05	176:1.1	Gospel of the kingdom	Matthew 4:23	C
1913:05	176:1.1	Gospel of the kingdom	Matthew 9:35	C
1913:05	176:1.1	Gospel of the kingdom	Matthew 24:14	C
1913:05	176:1.1	Gospel of the kingdom	Mark 1:14	C
1913:26-31	176:1.4	Run for your lives!	Matthew 24:15	S
1913:26-31	176:1.4	Run for your lives!	Mark 13:14	S
1913:26-31	176:1.4	Run for your lives!	Luke 21:20	S
1913:31-32	176:1.4	Great tribulation	Matthew 24:21	S
1913:31-32	176:1.4	Great tribulation	Mark 13:19	S
1913:31-35	176:1.4	Great tribulation	Luke 21:22	S
1913:35-38	176:1.4	Beware of false Messiah	Matthew 24:23	S
1913:35-38	176:1.4	Beware of false Messiah	Mark 13:21	S
1913:46	176:1.6	New Jerusalem	Revelation 3:12	C
1913:46	176:1.6	New Jerusalem	Revelation 21:2	C
1913:48-49	176:1.6	Apostles confuse events	Matthew 24:3	S
1914:01	176:1.6	New heavens and new earth	Isaiah 65:17	C
1914:01	176:1.6	New heavens and new earth	Isaiah 66:22	C
1914:01	176:1.6	New heavens and new earth	2 Peter 3:13	C
1914:01	176:1.6	New heavens and new earth	Revelation 21:1	C
1914:02	176:1.6	All things will pass away	Matthew 24:35	S
1914:02	176:1.6	All things will pass away	Mark 13:31	S
1914:02	176:1.6	All things will pass away	Luke 21:33	S
1914:28-29	176:2.3	Kingdom not of this world	John 18:36	S
1914:30-31	176:2.3	Gospel to go to all the world	Matthew 24:14	C
1914:30-31	176:2.3	Gospel to go to all the world	Mark 16:15	C
1914:30-31	176:2.3	Gospel to go to all the world	Matthew 28:19	C
1914:30-31	176:2.3	Gospel to go to all the world	John 17:18	C
1914:30-31	176:2.3	Gospel to go to all the world	Acts of the Apostles 1:8	C
1914:30-31	176:2.3	Gospel to go to all the world	Luke 24:47	C
1914:30-31	176:2.3	Gospel to go to all the world	Mark 13:10	C
1915:01-04	176:2.4	2nd coming with power	Matthew 24:30	S
1915:01-04	176:2.4	2nd coming with power	Mark 13:26	S
1915:01-04	176:2.4	2nd coming with power	Luke 21:27	S
1915:01-04	176:2.4	2nd coming with power	Matthew 16:27	S
1915:01-04	176:2.4	2nd coming with power	Mark 14:62	S
1915:01-04	176:2.4	2nd coming with power	Matthew 25:31	S
1915:05-06	176:2.5	Only God knows when	Matthew 24:36	S
1915:05-06	176:2.5	Only God knows when	Mark 13:32	S
1915:11-12	176:2.6	Travail of Jerusalem	Matthew 24:34	S
1915:11-12	176:2.6	Travail of Jerusalem	Mark 13:30	S
1915:11-12	176:2.6	Travail of Jerusalem	Luke 21:32	S
1915:14-19	176:2.6	Be wise to ripening of age	Mark 13:28	S
1915:14-19	176:2.6	Be wise to ripening of age	Luke 21:29	S
1915:14-19	176:2.6	Be wise to ripening of age	Matthew 24:32	S
1915:20-24	176:2.7	What difference is it to you?	Matthew 24:42	S
1915:30-36	176:2.8	Confusion of warnings	Matthew 24:15	S
1915:30-36	176:2.8	Confusion of warnings	Mark 13:14	S
1915:30-36	176:2.8	Confusion of warnings	Luke 21:20	S
1915:37-40	176:2.8	Additions by Selta	Mark 13:14	C
1915:37-40	176:2.8	Additions by Selta	Luke 21:20	C
1915:40-42	176:2.8	Parable of ten virgins	Matthew 25:1	C
1916:26	176:3.3	Return of Son of Man+	Matthew 16:27	S
1916:26	176:3.3	Return of Son of Man+	Matthew 25:31	S
1916:26	176:3.3	Return of Son of Man+	Mark 13:26	S
1916:26	176:3.3	Return of Son of Man+	Mark 14:62	S
1916:26	176:3.3	Return of Son of Man+	Luke 21:27	S
1916:26	176:3.3	Return of Son of Man+	Matthew 24:30	S
1916:37-49	176:3.4	Parable of the talents	Matthew 25:14	S
1917:02-26	176:3.4	Parable of Talents, cont.	Matthew 25:19	S
1917:27-28	176:3.5	End Parable of Talents	Matthew 25:29	S
1917:27-28	176:3.5	Who has is given; has not, taken	Matthew 25:29	S
1917:27-28	176:3.5	Who has is given; has not, taken	Luke 19:26	S
1917:27-28	176:3.5	Who has is given; has not, taken	Matthew 13:12	S
1917:27-28	176:3.5	Who has is given; has not, taken	Mark 4:25	S
1917:27-28	176:3.5	Who has is given; has not, taken	Luke 8:18	S
1917:30	176:3.5	Grow in grace	2 Peter 3:18	S
1917:31	176:3.5	Fruit of the spirit	Galatians 5:22	S
1917:31	176:3.5	Fruit of the spirit	Ephesians 5:9	S
1917:33-34	176:3.5	Minister to man, minister to me	Matthew 25:40	S
1917:49	176:3.7	Enter joy of Lord	Matthew 25:21	S
1918:02-05	176:3.7	Here is truth you gave	Matthew 25:24	S
1918:20-21	176:3.10	Freely received, freely give truth	Matthew 10:8	S
1918:45	176:4.3	All power in heaven and earth	Matthew 28:18	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Acts of the Apostles 1:5	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Acts of the Apostles 2:1	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Acts of the Apostles 2:33	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Galatians 2:20	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Ephesians 1:13	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Joel 2:28	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Ezekiel 11:19	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Ezekiel 18:31	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Ezekiel 36:26	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	John 14:16	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	John 15:4	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	John 16:7	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	2 Corinthians 13:5	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Luke 24:49	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Ephesians 4:30	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	1 John 4:12	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	Galatians 4:6	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	John 7:39	S
1918:45-46	176:4.3	Another teacher, Spirit of Truth+	John 17:21	S
1918:47	176:4.3	Day of Pentecost	Acts of the Apostles 2:1	S
1918:48	176:4.3	Jesus' personal return	John 14:3	S
1923:12	177:2.7	Pray "Our Father --"	Luke 11:2	S
1924:12-13	177:3.7	Leave house desolate	Matthew 23:38	R
1924:12-13	177:3.7	Leave house desolate	Luke 13:35	R
1924:17	177:3.7	Those who sit in Moses' seat	Matthew 23:2	R
1924:24-28	177:4.1	Judas goes to Caiaphas' house	Matthew 26:14	S
1924:24-28	177:4.1	Judas goes to Caiaphas' house	Mark 14:10	S
1924:24-28	177:4.1	Judas goes to Caiaphas' house	Luke 22:4	S
1924:28-34	177:4.1	Meeting Sanhedrin at Caiaphas'	Matthew 26:3	S
1924:28-34	177:4.1	Meeting Sanhedrin at Caiaphas'	Mark 14:1	S
1924:28-34	177:4.1	Meeting Sanhedrin at Caiaphas'	Luke 22:2	S
1924:46	177:4.3	Prince of devils	Matthew 9:34	C
1924:46	177:4.3	Prince of devils	Matthew 10:25	C
1924:46	177:4.3	Prince of devils	Matthew 12:24	C
1924:46	177:4.3	Prince of devils	Mark 3:22	C
1924:46	177:4.3	Prince of devils	Luke 11:15	C
1925:43-46	177:4.6	Fear of multitudes	Matthew 26:5	S
1925:43-46	177:4.6	Fear of multitudes	Mark 14:2	S
1925:43-46	177:4.6	Fear of multitudes	Luke 22:2	S
1925:47-49	177:4.7	Judas; "How much?"	Matthew 26:15	S
1926:03-12	177:4.8	"Reward" when betray Jesus	Matthew 26:16	S
1926:03-12	177:4.8	"Reward" when betray Jesus	Mark 14:11	S
1926:03-12	177:4.8	"Reward" when betray Jesus	Luke 22:4	S
1929:32-34	178:1.3	Render unto Caesar / God	Matthew 22:21	S
1929:32-34	178:1.3	Render unto Caesar / God	Mark 12:17	S
1929:32-34	178:1.3	Render unto Caesar / God	Luke 20:25	S
1930:18-20	178:1.5	Double responsibility: man & God	Galatians 6:10	C
1930:33-34	178:1.7	Wise as serpents, etc.	Matthew 10:16	S
1931:23-24	178:1.12	Golden Rule	Matthew 7:12	S
1931:23-24	178:1.12	Golden Rule	Luke 6:31	S
1931:23-24	178:1.12	Golden Rule (negative)	Tobit 4:15	S
1931:41-42	178:1.14	Great Commission	Matthew 28:19	C
1931:41-42	178:1.14	Great Commission	Mark 16:15	C
1931:41-42	178:1.14	Great Commission	Matthew 24:14	S
1931:41-42	178:1.14	Great Commission	Mark 13:10	S
1931:41-42	178:1.14	Great Commission	Luke 24:47	C
1931:41-42	178:1.14	Great Commission	John 17:18	C
1931:41-42	178:1.14	Great Commission	Acts of the Apostles 1:8	C
1931:43-44	178:1.15	Leaven in dough	Matthew 13:33	S
1931:43-44	178:1.15	Leaven in dough	Luke 13:21	S
1931:44	178:1.15	Mustard seed	Matthew 13:31	S
1931:44	178:1.15	Mustard seed	Mark 4:31	S
1931:44	178:1.15	Mustard seed	Luke 13:19	S
1932:19	178:1.17	Love one another+	John 13:34	S
1932:19	178:1.17	Love one another+	John 15:12	S
1932:19	178:1.17	Love one another+	Romans 13:8	C
1932:19	178:1.17	Love one another+	1 Thessalonians 4:9	C
1932:19	178:1.17	Love one another+	1 Peter 1:22	C
1932:19	178:1.17	Love one another+	Job 3:11	C
1932:19	178:1.17	Love one another+	Job 4:7	C
1932:19	178:1.17	Love one another+	Job 1:5	C
1932:19	178:1.17	Love one another+	Galatians 5:13	C
1932:19	178:1.17	Love one another+	James 2:8	C
1932:19	178:1.17	Love one another+	Leviticus 19:18	S
1932:19	178:1.17	Love one another+	Luke 10:27	S
1932:19	178:1.17	Love one another+	Mark 12:31	C
1932:19	178:1.17	Love one another+	Matthew 5:43	C
1932:19	178:1.17	Love one another+	Matthew 19:19	C
1932:19	178:1.17	Love one another+	Matthew 22:39	C
1932:20	178:1.17	Do not strive with men	2 Timothy 2:14	C
1932:20	178:1.17	Do not strive with men	Isaiah 42:1	C
1932:20	178:1.17	Do not strive with men	Matthew 12:19	S
1932:21	178:1.17	Mercy to spiteful abuser	Matthew 5:44	S
1932:21	178:1.17	Mercy to spiteful abuser	Luke 6:28	S
1933:12-14	178:2.5	Where to eat passover?	Matthew 26:17	S
1933:12-14	178:2.5	Where to eat passover?	Mark 14:12	S
1933:12-14	178:2.5	Where to eat passover?	Luke 22:8	S
1933:22-28	178:2.7	Follow man with pitcher	Matthew 26:18	S
1933:22-28	178:2.7	Follow man with pitcher	Mark 14:13	S
1933:22-28	178:2.7	Follow man with pitcher	Luke 22:10	S
1933:29-32	178:2.8	To upper room	Matthew 26:19	S
1933:29-32	178:2.8	To upper room	Mark 14:16	S
1933:29-32	178:2.8	To upper room	Luke 22:13	S
1934:23	178:3.2	Laborers together	1 Corinthians 3:9	C
1934:24-26	178:3.2	Jesus must return to Father+	John 7:33	S
1934:24-26	178:3.2	Jesus must return to Father+	John 16:10	S
1934:24-26	178:3.2	Jesus must return to Father+	John 8:21	S
1934:24-26	178:3.2	Jesus must return to Father+	John 13:33	S
1934:24-26	178:3.2	Jesus must return to Father+	John 14:2	S
1934:28-30	178:3.2	I send you forth as I was sent	John 20:21	S
1934:28-30	178:3.2	I send you forth as I was sent	Matthew 28:19	S
1934:28-30	178:3.2	I send you forth as I was sent	Mark 16:15	S
1934:31-32	178:3.3	Destruction of temple foretold	Matthew 24:1	S
1934:31-32	178:3.3	Destruction of temple foretold	Mark 13:1	S
1934:31-32	178:3.3	Destruction of temple foretold	Luke 21:5	S
1934:32-33	178:3.3	Apostles warned to flee	Matthew 24:15	S
1934:32-33	178:3.3	Apostles warned to flee	Mark 13:14	S
1934:32-33	178:3.3	Apostles warned to flee	Luke 21:20	S
1934:41-42	178:3.3	Jesus needs no defense by man	Matthew 26:53	S
1934:46-47	178:3.4	Father's house has many abodes	John 14:2	S
1934:47	178:3.4	Children of light	John 12:36	S
1934:47	178:3.4	Children of light	Ephesians 5:8	C
1934:47	178:3.4	Children of light	1 Thessalonians 5:5	C
1934:47	178:3.4	Children of light	Luke 16:8	S
1935:01	178:3.4	Cities built by God	Hebrews 11:10	C
1935:03-05	178:3.4	Reward for faithfulness	Revelation 3:21	C
1935:06-07	178:3.4	Go through tribulation	Acts of the Apostles 14:22	C
1935:19	178:3.4	Jesus finished Father's work	John 4:34	S
1935:19	178:3.4	Jesus finished Father's work	John 5:36	S
1935:19	178:3.4	Jesus finished Father's work	John 17:4	S
1935:19	178:3.4	Jesus finished Father's work	John 19:30	S
1935:19-20	178:3.4	Jesus must return to Father+	John 14:2	S
1935:19-20	178:3.4	Jesus must return to Father+	John 16:10	S
1935:19-20	178:3.4	Jesus must return to Father+	John 13:33	S
1935:19-20	178:3.4	Jesus must return to Father+	John 7:33	S
1935:19-20	178:3.4	Jesus must return to Father+	John 8:21	S
1937:09-23	179:1.4	Apostles dispute over honors	Luke 9:46	S
1937:09-23	179:1.4	Apostles dispute over honors	Luke 22:24	S
1937:35-38	179:1.7	Jesus enters, seated	Matthew 26:20	S
1937:35-38	179:1.7	Jesus enters, seated	Mark 14:17	S
1937:35-38	179:1.7	Jesus enters, seated	Luke 22:14	S
1937:45-52	179:2.1	Jesus speaks of end	Luke 22:15	S
1938:06-11	179:2.2	The first cup	Luke 22:17	S
1938:08-11	179:2.2	The second cup	Matthew 26:29	S
1938:08-11	179:2.2	The second cup	Mark 14:25	S
1938:08-11	179:2.2	The second cup	Luke 22:20	S
1938:12-18	179:2.3	Jesus knew work was over	John 13:1	S
1938:19-21	179:2.3	Betrayal pleased evil ones	Ephesians 6:12	C
1938:33-41	179:3.1	Jesus prepares to wash feet	John 13:4	S
1939:01-03	179:3.2	Peter first "believer"	Matthew 16:15	S
1939:01-03	179:3.2	Peter first "believer"	Mark 8:29	S
1939:01-03	179:3.2	Peter first "believer"	Luke 9:20	S
1939:09-13	179:3.3	Peter objects to washing	John 13:6	S
1939:21-31	179:3.5	Peter agrees	John 13:8	S
1939:32-34	179:3.6	Washing Peter's feet	John 13:10	S
1939:38-41	179:3.7	Washing Apostles' feet	John 13:12	S
1939:42-49	179:3.8	Serve one another	John 13:12	S
1939:46-48	179:3.8	Discourse on master & servant	Matthew 10:24	S
